
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 1)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-07-27_11:56:35
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-07-27 11:56:36.143 |        -0.135   -0.665    0.631
 2026-07-27 11:56:37.152 |        -0.136   -0.665    0.638
 2026-07-27 11:56:38.163 |        -0.134   -0.665    0.634
 2026-07-27 11:56:39.173 |        -0.138   -0.664    0.637
 2026-07-27 11:56:40.183 |        -0.134   -0.665    0.635
 2026-07-27 11:56:41.193 |        -0.137   -0.665    0.638
 2026-07-27 11:56:42.203 |        -0.137   -0.665    0.634
 2026-07-27 11:56:43.213 |        -0.138   -0.664    0.631
 2026-07-27 11:56:44.220 |        -0.138   -0.663    0.635
 2026-07-27 11:56:45.233 |        -0.135   -0.664    0.639
 2026-07-27 11:56:46.243 |        -0.137   -0.663    0.635
 2026-07-27 11:56:47.253 |        -0.134   -0.665    0.633
 2026-07-27 11:56:48.263 |        -0.137   -0.663    0.637
 2026-07-27 11:56:49.273 |        -0.134   -0.664    0.634
 2026-07-27 11:56:50.283 |        -0.139   -0.664    0.636
 2026-07-27 11:56:51.293 |        -0.135   -0.662    0.636
 2026-07-27 11:56:52.302 |        -0.134   -0.663    0.635
 2026-07-27 11:56:53.309 |        -0.134   -0.663    0.636
 2026-07-27 11:56:54.317 |        -0.138   -0.666    0.633
 2026-07-27 11:56:55.333 |        -0.135   -0.664    0.638
 2026-07-27 11:56:56.343 |        -0.136   -0.668    0.634
 2026-07-27 11:56:57.349 |        -0.136   -0.664    0.637
 2026-07-27 11:56:58.360 |        -0.138   -0.664    0.637
 2026-07-27 11:56:59.373 |        -0.137   -0.665    0.635
 2026-07-27 11:57:00.383 |        -0.137   -0.663    0.637
 2026-07-27 11:57:01.394 |        -0.138   -0.662    0.634
 2026-07-27 11:57:02.401 |        -0.137   -0.662    0.638
 2026-07-27 11:57:03.411 |        -0.136   -0.662    0.639
 2026-07-27 11:57:04.416 |        -0.137   -0.665    0.634
 2026-07-27 11:57:05.434 |        -0.135   -0.667    0.634
