
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 5)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-09-08_11:47:05
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-09-08 11:47:06.116 |         0.254    0.267    0.087
 2026-09-08 11:47:07.199 |         0.253    0.266    0.083
 2026-09-08 11:47:08.282 |         0.253    0.267    0.082
 2026-09-08 11:47:09.365 |         0.254    0.267    0.085
 2026-09-08 11:47:10.449 |         0.255    0.266    0.086
 2026-09-08 11:47:11.532 |         0.254    0.266    0.084
 2026-09-08 11:47:12.615 |         0.253    0.266    0.086
 2026-09-08 11:47:13.698 |         0.252    0.265    0.085
 2026-09-08 11:47:14.781 |         0.253    0.268    0.083
 2026-09-08 11:47:15.864 |         0.253    0.266    0.084
 2026-09-08 11:47:16.947 |         0.253    0.266    0.085
 2026-09-08 11:47:18.030 |         0.254    0.264    0.085
 2026-09-08 11:47:19.113 |         0.254    0.266    0.082
 2026-09-08 11:47:20.196 |         0.254    0.265    0.084
 2026-09-08 11:47:21.279 |         0.255    0.265    0.084
 2026-09-08 11:47:22.362 |         0.253    0.266    0.087
 2026-09-08 11:47:23.445 |         0.254    0.265    0.082
 2026-09-08 11:47:24.528 |         0.253    0.266    0.084
 2026-09-08 11:47:25.611 |         0.248    0.273    0.089
 2026-09-08 11:47:26.693 |         0.207    0.250    0.089
 2026-09-08 11:47:27.777 |         0.189    0.210    0.080
 2026-09-08 11:47:28.860 |         0.156    0.243    0.089
