
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 2)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-07-16_19:11:15
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-07-16 19:11:16.485 |         0.498    0.121    0.895
 2026-07-16 19:11:17.494 |         0.499    0.120    0.894
 2026-07-16 19:11:18.504 |         0.500    0.108    0.891
 2026-07-16 19:11:19.514 |         0.456   -0.011    0.891
 2026-07-16 19:11:20.523 |         0.372   -0.120    0.920
 2026-07-16 19:11:21.531 |         0.303   -0.177    0.920
 2026-07-16 19:11:22.541 |         0.282   -0.198    0.921
 2026-07-16 19:11:23.550 |         0.168   -0.243    0.892
 2026-07-16 19:11:24.567 |        -0.011   -0.222    0.823
 2026-07-16 19:11:25.577 |        -0.021   -0.214    0.821
 2026-07-16 19:11:26.587 |        -0.145   -0.096    0.773
 2026-07-16 19:11:27.595 |        -0.205    0.115    0.738
 2026-07-16 19:11:28.604 |        -0.194    0.210    0.736
 2026-07-16 19:11:29.613 |        -0.154    0.272    0.745
 2026-07-16 19:11:30.618 |         0.066    0.432    0.781
 2026-07-16 19:11:31.620 |         0.231    0.428    0.822
 2026-07-16 19:11:32.620 |         0.365    0.370    0.860
 2026-07-16 19:11:33.626 |         0.443    0.287    0.881
 2026-07-16 19:11:34.636 |         0.487    0.164    0.893
 2026-07-16 19:11:35.644 |         0.487    0.111    0.903
 2026-07-16 19:11:36.654 |         0.487    0.102    0.901
