
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 6)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-08-18_16:38:01
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-08-18 16:38:02.703 |         0.000    0.000    0.000
 2026-08-18 16:38:03.741 |         0.000    0.000    0.000
 2026-08-18 16:38:04.778 |         0.000    0.000    0.000
 2026-08-18 16:38:05.817 |         0.000    0.000    0.000
 2026-08-18 16:38:06.856 |         0.000    0.000    0.000
 2026-08-18 16:38:07.894 |         0.000    0.000    0.000
 2026-08-18 16:38:08.931 |         0.000    0.000    0.000
 2026-08-18 16:38:09.969 |         0.000    0.000    0.000
 2026-08-18 16:38:11.007 |         0.000    0.000    0.000
 2026-08-18 16:38:12.046 |         0.000    0.000    0.000
 2026-08-18 16:38:13.083 |         0.000    0.000    0.000
 2026-08-18 16:38:14.121 |         0.000    0.000    0.000
 2026-08-18 16:38:15.157 |         0.000    0.000    0.000
 2026-08-18 16:38:16.197 |         0.000    0.000    0.000
 2026-08-18 16:38:17.236 |         0.000    0.000    0.000
 2026-08-18 16:38:18.274 |         0.000    0.000    0.000
 2026-08-18 16:38:19.311 |         0.000    0.000    0.000
 2026-08-18 16:38:20.348 |         0.000    0.000    0.000
 2026-08-18 16:38:21.385 |         0.000    0.000    0.000
 2026-08-18 16:38:22.423 |         0.000    0.000    0.000
 2026-08-18 16:38:23.461 |         0.000    0.000    0.000
 2026-08-18 16:38:24.500 |         0.000    0.000    0.000
 2026-08-18 16:38:25.537 |         0.000    0.000    0.000
 2026-08-18 16:38:26.575 |         0.000    0.000    0.000
 2026-08-18 16:38:27.614 |         0.000    0.000    0.000
 2026-08-18 16:38:28.652 |         0.000    0.000    0.000
 2026-08-18 16:38:29.690 |         0.000    0.000    0.000
 2026-08-18 16:38:30.727 |         0.000    0.000    0.000
