
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 6)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-09-08_11:58:12
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-09-08 11:58:14.004 |        -0.215    0.212    0.182
 2026-09-08 11:58:15.087 |        -0.214    0.211    0.182
 2026-09-08 11:58:16.170 |        -0.215    0.210    0.181
 2026-09-08 11:58:17.253 |        -0.212    0.210    0.180
 2026-09-08 11:58:18.337 |        -0.210    0.211    0.182
 2026-09-08 11:58:19.420 |        -0.209    0.213    0.181
 2026-09-08 11:58:20.503 |        -0.211    0.213    0.181
 2026-09-08 11:58:21.586 |        -0.210    0.214    0.182
 2026-09-08 11:58:22.669 |        -0.211    0.213    0.179
 2026-09-08 11:58:23.752 |        -0.209    0.213    0.180
 2026-09-08 11:58:24.835 |        -0.211    0.214    0.181
 2026-09-08 11:58:25.919 |        -0.211    0.214    0.180
 2026-09-08 11:58:27.002 |        -0.212    0.214    0.185
 2026-09-08 11:58:28.085 |        -0.209    0.213    0.183
 2026-09-08 11:58:29.168 |        -0.211    0.213    0.182
 2026-09-08 11:58:30.251 |        -0.212    0.212    0.182
 2026-09-08 11:58:31.334 |        -0.228    0.198    0.184
 2026-09-08 11:58:32.417 |        -0.248    0.195    0.185
 2026-09-08 12:00:41.835 |        -0.305    0.359    0.149
 2026-09-08 12:00:42.918 |        -0.315    0.355    0.153
 2026-09-08 12:00:44.001 |        -0.314    0.354    0.152
 2026-09-08 12:00:45.084 |        -0.316    0.354    0.152
 2026-09-08 12:00:46.167 |        -0.316    0.356    0.154
 2026-09-08 12:00:47.251 |        -0.316    0.352    0.154
 2026-09-08 12:00:48.334 |        -0.317    0.353    0.153
 2026-09-08 12:00:49.417 |        -0.315    0.354    0.154
 2026-09-08 12:00:50.500 |        -0.314    0.355    0.154
 2026-09-08 12:00:51.583 |        -0.318    0.353    0.154
 2026-09-08 12:00:52.666 |        -0.318    0.327    0.174
 2026-09-08 12:00:53.749 |        -0.305    0.270    0.216
 2026-09-08 12:00:54.812 |        -0.323    0.333    0.155
 2026-09-08 12:00:55.846 |        -0.351    0.340    0.150
 2026-09-08 12:00:56.881 |        -0.341    0.330    0.155
