
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 3)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-09-07_11:02:32
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-09-07 11:04:07.208 |         0.005    0.278    1.010
 2026-09-07 11:04:08.325 |         0.004    0.279    1.010
 2026-09-07 11:04:09.442 |         0.004    0.278    1.011
 2026-09-07 11:04:10.559 |         0.004    0.281    1.013
 2026-09-07 11:04:11.676 |         0.003    0.281    1.013
 2026-09-07 11:04:12.793 |         0.005    0.278    1.012
 2026-09-07 11:04:13.911 |         0.005    0.278    1.010
 2026-09-07 11:04:15.028 |         0.005    0.278    1.013
 2026-09-07 11:04:16.145 |         0.004    0.279    1.012
 2026-09-07 11:04:17.262 |         0.004    0.278    1.014
 2026-09-07 11:04:18.379 |         0.006    0.277    1.017
 2026-09-07 11:04:19.496 |         0.003    0.285    1.015
 2026-09-07 11:04:20.613 |         0.001    0.281    1.015
 2026-09-07 11:04:21.730 |         0.001    0.281    1.015
 2026-09-07 11:04:22.847 |         0.001    0.281    1.014
 2026-09-07 11:04:23.964 |        -0.018    0.316    1.015
 2026-09-07 11:04:25.082 |        -0.088    0.391    1.003
 2026-09-07 11:04:26.200 |        -0.051    0.377    1.019
 2026-09-07 11:04:27.314 |         0.009    0.305    1.028
 2026-09-07 11:04:28.431 |         0.014    0.205    1.025
 2026-09-07 11:04:29.547 |         0.006    0.181    1.014
 2026-09-07 11:04:30.631 |         0.005    0.185    1.014
 2026-09-07 11:04:31.748 |         0.005    0.190    1.012
 2026-09-07 11:04:32.865 |         0.006    0.215    1.011
 2026-09-07 11:04:33.982 |         0.002    0.272    1.009
 2026-09-07 11:04:35.099 |         0.001    0.272    1.009
 2026-09-07 11:04:36.217 |         0.001    0.269    1.007
 2026-09-07 11:04:37.334 |         0.041    0.243    1.030
 2026-09-07 11:04:38.450 |         0.088    0.223    1.059
 2026-09-07 11:04:39.568 |         0.008    0.265    1.014
 2026-09-07 11:04:40.685 |         0.002    0.275    1.010
 2026-09-07 11:04:41.802 |         0.002    0.274    1.011
 2026-09-07 11:04:42.919 |         0.006    0.263    1.010
 2026-09-07 11:04:44.034 |         0.129    0.108    1.100
 2026-09-07 11:04:45.117 |         0.134    0.024    1.032
 2026-09-07 11:04:46.200 |         0.130    0.030    1.026
 2026-09-07 11:04:47.283 |         0.123    0.044    1.039
 2026-09-07 11:04:48.365 |         0.119    0.036    1.028
 2026-09-07 11:04:49.448 |         0.113    0.037    1.022
 2026-09-07 11:04:50.532 |         0.112    0.042    1.017
 2026-09-07 11:04:51.614 |         0.090    0.074    1.035
 2026-09-07 11:04:52.698 |         0.099    0.101    1.062
 2026-09-07 11:04:53.783 |         0.134    0.217    1.096
 2026-09-07 11:04:54.898 |         0.454   -0.175    1.152
 2026-09-07 11:04:55.982 |         0.395   -0.078    1.097
 2026-09-07 11:04:57.065 |         0.398   -0.080    1.094
 2026-09-07 11:04:58.147 |         0.435   -0.138    1.097
 2026-09-07 11:04:59.230 |         0.434   -0.118    1.086
 2026-09-07 11:05:00.313 |         0.541   -0.068    1.149
 2026-09-07 11:05:01.397 |         1.378    0.030    1.453
 2026-09-07 11:05:02.479 |         1.443   -0.271    1.673
 2026-09-07 11:05:03.561 |         2.184    0.017    0.856
 2026-09-07 11:05:04.644 |         2.184    0.564    0.532
 2026-09-07 11:05:05.728 |         2.184   -0.036    1.176
 2026-09-07 11:05:06.812 |         1.899   -0.198    1.669
 2026-09-07 11:05:07.896 |         0.221    0.374    1.119
 2026-09-07 11:05:09.013 |         0.370    0.609    1.199
 2026-09-07 11:05:10.130 |         0.378    0.592    1.197
 2026-09-07 11:05:11.248 |         0.358    0.579    1.194
 2026-09-07 11:05:12.364 |         0.340    0.554    1.192
 2026-09-07 11:05:13.482 |        -0.029    0.271    1.073
 2026-09-07 11:05:14.601 |        -0.043    0.266    1.064
 2026-09-07 11:05:15.717 |        -0.048    0.263    1.062
 2026-09-07 11:05:16.835 |        -0.049    0.261    1.060
 2026-09-07 11:05:17.951 |        -0.050    0.261    1.063
 2026-09-07 11:05:19.065 |        -0.050    0.263    1.065
 2026-09-07 11:05:20.151 |        -0.050    0.265    1.062
 2026-09-07 11:05:21.268 |        -0.052    0.266    1.062
 2026-09-07 11:05:22.385 |        -0.051    0.266    1.060
 2026-09-07 11:05:23.502 |        -0.052    0.263    1.061
 2026-09-07 11:05:24.618 |        -0.053    0.264    1.065
 2026-09-07 11:05:25.736 |        -0.050    0.269    1.066
 2026-09-07 11:05:26.853 |        -0.050    0.270    1.068
 2026-09-07 11:05:27.970 |        -0.054    0.270    1.064
 2026-09-07 11:05:29.087 |        -0.056    0.269    1.063
 2026-09-07 11:05:30.204 |        -0.054    0.267    1.063
 2026-09-07 11:05:31.321 |        -0.055    0.269    1.060
 2026-09-07 11:05:32.439 |        -0.049    0.269    1.063
 2026-09-07 11:05:33.556 |        -0.033    0.272    1.060
 2026-09-07 11:05:34.673 |        -0.030    0.275    1.062
 2026-09-07 11:05:35.789 |        -0.024    0.269    1.063
